<TICKER>,<PER>,<DATE>,<TIME>,<CLOSE>,<VOL>
LNZL,D,20101210,000000,1780.8700000,649
LNZL,D,20101213,000000,1815.8000000,265
LNZL,D,20101214,000000,1823.4400000,19
LNZL,D,20101215,000000,1812.9400000,323
LNZL,D,20101216,000000,1797.8000000,74
LNZL,D,20101217,000000,1824.4800000,13
LNZL,D,20101220,000000,1864.9700000,59
LNZL,D,20101221,000000,1850.0000000,224
LNZL,D,20101222,000000,2094.9900000,3650
LNZL,D,20101223,000000,1948.5000000,560
LNZL,D,20101224,000000,1939.0000000,50
LNZL,D,20101227,000000,1917.9900000,120
LNZL,D,20101228,000000,1950.0000000,154
LNZL,D,20101229,000000,1915.0000000,113
LNZL,D,20101230,000000,1885.0000000,25
LNZL,D,20110111,000000,1950.0000000,122
LNZL,D,20110112,000000,1979.9900000,1250
LNZL,D,20110113,000000,1891.0000000,181
LNZL,D,20110114,000000,1919.2000000,93
LNZL,D,20110117,000000,1929.9900000,1653
LNZL,D,20110118,000000,1929.9900000,291
LNZL,D,20110119,000000,1927.9200000,42
LNZL,D,20110120,000000,1876.0100000,61
LNZL,D,20110121,000000,1870.9500000,86
LNZL,D,20110124,000000,1862.0500000,70
LNZL,D,20110125,000000,1825.0000000,159
LNZL,D,20110126,000000,1847.2200000,24
LNZL,D,20110127,000000,1826.9600000,86
LNZL,D,20110128,000000,1783.9900000,51
LNZL,D,20110131,000000,1806.0000000,78
LNZL,D,20110201,000000,1920.1900000,96
LNZL,D,20110202,000000,1919.9900000,72
LNZL,D,20110203,000000,1875.2900000,2
LNZL,D,20110204,000000,1858.9900000,19
LNZL,D,20110207,000000,1885.6800000,22
LNZL,D,20110208,000000,1835.0000000,87
LNZL,D,20110209,000000,1805.0000000,33
LNZL,D,20110210,000000,1791.8800000,14
LNZL,D,20110211,000000,1782.7300000,24
LNZL,D,20110214,000000,1746.9900000,31
LNZL,D,20110215,000000,1815.5000000,233
LNZL,D,20110216,000000,1782.8600000,22
LNZL,D,20110217,000000,1799.8700000,9
LNZL,D,20110218,000000,1761.0100000,3
LNZL,D,20110221,000000,1796.9900000,53
LNZL,D,20110222,000000,1794.9100000,14
LNZL,D,20110224,000000,1792.9900000,11
LNZL,D,20110225,000000,1770.0000000,11
LNZL,D,20110228,000000,1830.0000000,154
LNZL,D,20110301,000000,1870.0000000,60
LNZL,D,20110302,000000,1881.0000000,53
LNZL,D,20110303,000000,1913.8000000,3
LNZL,D,20110304,000000,1857.7000000,50
LNZL,D,20110305,000000,1822.2000000,5
LNZL,D,20110309,000000,1818.0000000,30
LNZL,D,20110310,000000,1803.1000000,20
LNZL,D,20110311,000000,1850.0000000,99
LNZL,D,20110314,000000,1842.1000000,25
LNZL,D,20110315,000000,1878.7000000,119
LNZL,D,20110316,000000,1823.8000000,29
LNZL,D,20110317,000000,1839.0000000,39
LNZL,D,20110318,000000,1829.9000000,112
LNZL,D,20110321,000000,1825.0000000,4
LNZL,D,20110322,000000,1800.0000000,21
LNZL,D,20110323,000000,1830.0000000,4
LNZL,D,20110324,000000,1974.0000000,1152
LNZL,D,20110325,000000,1991.5000000,360
LNZL,D,20110328,000000,2019.9000000,18
LNZL,D,20110329,000000,2041.9000000,89
LNZL,D,20110330,000000,2016.8000000,75
LNZL,D,20110331,000000,2071.9000000,57
LNZL,D,20110401,000000,2080.0000000,224
LNZL,D,20110404,000000,2115.8000000,167
LNZL,D,20110405,000000,2088.0000000,39
LNZL,D,20110406,000000,2090.1000000,45
LNZL,D,20110407,000000,2200.0000000,231
LNZL,D,20110408,000000,2165.5000000,139
LNZL,D,20110411,000000,2215.3000000,71
LNZL,D,20110412,000000,2164.9000000,37
LNZL,D,20110413,000000,2129.3000000,76
LNZL,D,20110414,000000,2139.7000000,24
LNZL,D,20110415,000000,2210.0000000,85
LNZL,D,20110418,000000,2143.0000000,118
LNZL,D,20110419,000000,2101.6000000,38
LNZL,D,20110420,000000,2234.0000000,65
LNZL,D,20110421,000000,2289.0000000,140
LNZL,D,20110422,000000,2320.0000000,62
LNZL,D,20110425,000000,2277.9000000,104
LNZL,D,20110426,000000,2190.0000000,137
LNZL,D,20110427,000000,2165.3000000,53
LNZL,D,20110428,000000,2166.9000000,43
LNZL,D,20110429,000000,2196.0000000,101
LNZL,D,20110503,000000,2179.9000000,40
LNZL,D,20110504,000000,2145.6000000,13
LNZL,D,20110505,000000,2123.5000000,176
LNZL,D,20110506,000000,2972.9000000,846
LNZL,D,20110510,000000,4162.1000000,3880
LNZL,D,20110511,000000,4650.0000000,4622
LNZL,D,20110512,000000,4300.0000000,923
LNZL,D,20110513,000000,4428.4000000,998
LNZL,D,20110516,000000,4270.0000000,571
LNZL,D,20110517,000000,3711.6000000,1205
LNZL,D,20110518,000000,3292.2000000,972
LNZL,D,20110519,000000,3211.6000000,185
LNZL,D,20110520,000000,3075.7000000,516
LNZL,D,20110523,000000,2977.0000000,155
LNZL,D,20110524,000000,3153.5000000,263
LNZL,D,20110525,000000,3254.0000000,993
LNZL,D,20110526,000000,3270.0000000,225
LNZL,D,20110527,000000,3234.0000000,177
LNZL,D,20110530,000000,3159.9000000,182
LNZL,D,20110531,000000,3133.0000000,79
LNZL,D,20110601,000000,3139.3000000,66
LNZL,D,20110602,000000,3149.7000000,68
LNZL,D,20110603,000000,3144.9000000,463
LNZL,D,20110606,000000,3050.0000000,237
LNZL,D,20110607,000000,3090.0000000,145
LNZL,D,20110608,000000,3004.0000000,100
LNZL,D,20110609,000000,3149.9000000,304
LNZL,D,20110610,000000,3233.8000000,174
LNZL,D,20110614,000000,3215.0000000,230
LNZL,D,20110615,000000,3180.0000000,199
LNZL,D,20110616,000000,3190.0000000,17
LNZL,D,20110617,000000,3213.0000000,292
LNZL,D,20110620,000000,3190.9000000,90
LNZL,D,20110621,000000,3180.2000000,21
LNZL,D,20110622,000000,3214.4000000,99
LNZL,D,20110623,000000,3174.7000000,77
LNZL,D,20110624,000000,3210.0000000,270
LNZL,D,20110627,000000,3273.9000000,217
LNZL,D,20110628,000000,3289.8000000,81
LNZL,D,20110629,000000,3250.0000000,136
LNZL,D,20110630,000000,3290.0000000,43
LNZL,D,20110701,000000,3435.0000000,231
LNZL,D,20110704,000000,3790.0000000,792
LNZL,D,20110705,000000,4350.0000000,2424
LNZL,D,20110706,000000,3888.7000000,1404
LNZL,D,20110707,000000,3780.0000000,349
LNZL,D,20110708,000000,3897.9000000,1137
LNZL,D,20110711,000000,3859.9000000,183
LNZL,D,20110712,000000,3897.4000000,239
LNZL,D,20110713,000000,3934.9000000,280
LNZL,D,20110714,000000,3929.9000000,493
LNZL,D,20110715,000000,3994.2000000,547
LNZL,D,20110718,000000,4286.9000000,1398
LNZL,D,20110719,000000,5070.0000000,5465
LNZL,D,20110720,000000,5010.0000000,1077
LNZL,D,20110721,000000,5089.9000000,913
LNZL,D,20110722,000000,5169.9000000,447
LNZL,D,20110725,000000,5045.1000000,2626
LNZL,D,20110726,000000,5001.1000000,318
LNZL,D,20110727,000000,5087.9000000,2815
LNZL,D,20110728,000000,5119.0000000,823
LNZL,D,20110729,000000,5046.9000000,361
LNZL,D,20110801,000000,4693.5000000,3101
LNZL,D,20110802,000000,4769.2000000,818
LNZL,D,20110803,000000,4485.0000000,1203
LNZL,D,20110804,000000,4249.0000000,2092
LNZL,D,20110805,000000,4280.0000000,915
LNZL,D,20110808,000000,4400.0000000,2289
LNZL,D,20110809,000000,4138.9000000,1134
LNZL,D,20110810,000000,4140.0000000,1493
LNZL,D,20110811,000000,4019.7000000,194
LNZL,D,20110812,000000,3872.0000000,144
LNZL,D,20110815,000000,4219.9000000,658
LNZL,D,20110816,000000,4339.2000000,468
LNZL,D,20110817,000000,4423.0000000,168
LNZL,D,20110818,000000,4190.0000000,106
LNZL,D,20110819,000000,4020.0000000,186
LNZL,D,20110822,000000,4217.0000000,656
LNZL,D,20110823,000000,4189.5000000,2526
LNZL,D,20110824,000000,4148.0000000,175
LNZL,D,20110825,000000,4140.0000000,208
LNZL,D,20110826,000000,4098.9000000,27
LNZL,D,20110829,000000,4099.9000000,197
LNZL,D,20110830,000000,4033.3000000,261
LNZL,D,20110831,000000,4107.8000000,374
LNZL,D,20110901,000000,4269.8000000,747
LNZL,D,20110902,000000,4299.4000000,248
LNZL,D,20110905,000000,4209.9000000,97
LNZL,D,20110906,000000,4214.7000000,8
LNZL,D,20110907,000000,4239.6000000,94
LNZL,D,20110908,000000,4228.0000000,149
LNZL,D,20110909,000000,4100.0000000,622
LNZL,D,20110912,000000,4101.0000000,42
LNZL,D,20110913,000000,4100.0000000,40
LNZL,D,20110914,000000,4100.0000000,80
LNZL,D,20110915,000000,4149.9000000,93
LNZL,D,20110916,000000,4129.6000000,185
LNZL,D,20110919,000000,4050.0000000,135
LNZL,D,20110920,000000,4133.5000000,99
LNZL,D,20110921,000000,4000.0000000,224
LNZL,D,20110922,000000,3800.0000000,193
LNZL,D,20110923,000000,3700.0000000,310
LNZL,D,20110926,000000,3660.0000000,272
LNZL,D,20110927,000000,3800.0000000,146
LNZL,D,20110928,000000,3750.0000000,133
LNZL,D,20110929,000000,3770.0000000,63
LNZL,D,20110930,000000,3794.0000000,190
LNZL,D,20111003,000000,3705.0000000,370
LNZL,D,20111004,000000,3725.0000000,66
LNZL,D,20111005,000000,3690.0000000,149
LNZL,D,20111006,000000,3727.0000000,681
LNZL,D,20111007,000000,3760.0000000,459
LNZL,D,20111010,000000,3850.0000000,52
LNZL,D,20111011,000000,3942.0000000,71
LNZL,D,20111012,000000,4000.0000000,507
LNZL,D,20111013,000000,3999.8000000,82
LNZL,D,20111014,000000,4143.5000000,344
LNZL,D,20111017,000000,4131.9000000,32
LNZL,D,20111018,000000,4144.9000000,4
LNZL,D,20111019,000000,4200.0000000,193
LNZL,D,20111020,000000,4140.0000000,123
LNZL,D,20111021,000000,4197.9000000,31
LNZL,D,20111024,000000,4190.0000000,197
LNZL,D,20111025,000000,4207.0000000,91
LNZL,D,20111026,000000,4205.0000000,193
LNZL,D,20111027,000000,4208.1000000,147
LNZL,D,20111028,000000,4158.8000000,175
LNZL,D,20111031,000000,4020.0000000,135
LNZL,D,20111101,000000,3800.0000000,152
LNZL,D,20111102,000000,3928.9000000,140
LNZL,D,20111103,000000,3885.0000000,579
LNZL,D,20111107,000000,4099.6000000,505
LNZL,D,20111108,000000,4159.0000000,683
LNZL,D,20111109,000000,4219.0000000,1243
LNZL,D,20111110,000000,4282.0000000,216
LNZL,D,20111111,000000,4276.9000000,98
LNZL,D,20111114,000000,4236.0000000,413
LNZL,D,20111115,000000,4450.0000000,1183
LNZL,D,20111116,000000,5509.0000000,3496
LNZL,D,20111117,000000,5880.0000000,2252
LNZL,D,20111118,000000,5740.9000000,1281
LNZL,D,20111121,000000,5751.2000000,2627
LNZL,D,20111122,000000,5700.0000000,1587
LNZL,D,20111123,000000,5600.0000000,1420
LNZL,D,20111124,000000,4415.6000000,1516
LNZL,D,20111125,000000,4284.9000000,680
LNZL,D,20111128,000000,4347.0000000,197
LNZL,D,20111129,000000,4343.9000000,159
LNZL,D,20111130,000000,4450.0000000,246
LNZL,D,20111201,000000,4470.0000000,227
LNZL,D,20111202,000000,4509.7000000,89
LNZL,D,20111205,000000,4470.0000000,97
LNZL,D,20111206,000000,4410.0000000,336
LNZL,D,20111207,000000,4450.0000000,477
LNZL,D,20111208,000000,4462.0000000,314
LNZL,D,20111209,000000,4455.9000000,388
LNZL,D,20111212,000000,4310.0000000,254
LNZL,D,20111213,000000,4340.0000000,54
LNZL,D,20111214,000000,4300.1000000,306
LNZL,D,20111215,000000,4300.0000000,117
LNZL,D,20111216,000000,4268.4000000,70
LNZL,D,20111219,000000,4300.0000000,67
LNZL,D,20111220,000000,4259.0000000,10
LNZL,D,20111221,000000,4321.0000000,291
LNZL,D,20111222,000000,4250.0000000,38
LNZL,D,20111223,000000,4400.0000000,350
LNZL,D,20111226,000000,4457.9000000,109
LNZL,D,20111227,000000,4526.8000000,256
LNZL,D,20111228,000000,4519.9000000,94
LNZL,D,20111229,000000,4499.3000000,119
LNZL,D,20111230,000000,4355.0000000,233
LNZL,D,20120103,000000,4539.9000000,62
LNZL,D,20120104,000000,4550.0000000,48
LNZL,D,20120105,000000,4599.0000000,21
LNZL,D,20120106,000000,4600.0000000,32
LNZL,D,20120109,000000,4600.0000000,30
LNZL,D,20120110,000000,4789.5000000,630
LNZL,D,20120111,000000,4729.9000000,46
LNZL,D,20120112,000000,4598.0000000,967
LNZL,D,20120113,000000,4600.0000000,82
LNZL,D,20120116,000000,4575.0000000,8685
LNZL,D,20120117,000000,4610.0000000,47
LNZL,D,20120118,000000,4543.8000000,69
LNZL,D,20120119,000000,4575.0000000,453
LNZL,D,20120120,000000,4575.6000000,101
LNZL,D,20120123,000000,4564.9000000,227
LNZL,D,20120124,000000,4574.9000000,276
LNZL,D,20120125,000000,4542.6000000,192
LNZL,D,20120126,000000,4570.0000000,50
LNZL,D,20120127,000000,4600.0000000,69
LNZL,D,20120130,000000,4580.0000000,110
LNZL,D,20120131,000000,4579.9000000,199
LNZL,D,20120201,000000,4560.0000000,78
LNZL,D,20120202,000000,4560.0000000,77
LNZL,D,20120203,000000,4693.9000000,568
LNZL,D,20120206,000000,5045.0000000,2249
LNZL,D,20120207,000000,4830.0000000,283
LNZL,D,20120208,000000,5009.7000000,389
LNZL,D,20120209,000000,4940.0000000,103
LNZL,D,20120210,000000,4887.9000000,36
LNZL,D,20120213,000000,4997.0000000,223
LNZL,D,20120214,000000,4997.3000000,105
LNZL,D,20120215,000000,5029.0000000,84
LNZL,D,20120216,000000,5004.0000000,42
LNZL,D,20120217,000000,5025.2000000,265
LNZL,D,20120220,000000,5209.0000000,626
LNZL,D,20120221,000000,5120.0000000,261
LNZL,D,20120222,000000,5100.0000000,329
LNZL,D,20120224,000000,5163.8000000,513
LNZL,D,20120227,000000,5175.6000000,217
LNZL,D,20120228,000000,5174.2000000,55
LNZL,D,20120229,000000,5148.0000000,295
LNZL,D,20120301,000000,5147.0000000,249
LNZL,D,20120302,000000,5151.0000000,341
LNZL,D,20120305,000000,5152.0000000,84
LNZL,D,20120306,000000,5030.0000000,186
LNZL,D,20120307,000000,5009.3000000,114
LNZL,D,20120311,000000,5014.3000000,242
LNZL,D,20120312,000000,5040.0000000,114
LNZL,D,20120313,000000,5011.0000000,72
LNZL,D,20120314,000000,4979.9000000,160
LNZL,D,20120315,000000,4900.0000000,513
LNZL,D,20120316,000000,4924.7000000,301
LNZL,D,20120319,000000,4803.1000000,292
LNZL,D,20120320,000000,4817.0000000,83
LNZL,D,20120321,000000,4785.0000000,43
LNZL,D,20120322,000000,4725.0000000,194
LNZL,D,20120323,000000,4700.0000000,19
LNZL,D,20120326,000000,4695.4000000,167
LNZL,D,20120327,000000,4699.8000000,23
LNZL,D,20120328,000000,4699.8000000,12
LNZL,D,20120329,000000,4659.8000000,85
LNZL,D,20120330,000000,4660.2000000,153
LNZL,D,20120402,000000,4605.3000000,44
LNZL,D,20120403,000000,4605.9000000,21
LNZL,D,20120404,000000,4660.7000000,29
LNZL,D,20120405,000000,4600.4000000,70
LNZL,D,20120406,000000,4700.0000000,36
LNZL,D,20120409,000000,4650.3000000,19
LNZL,D,20120410,000000,4671.0000000,31
LNZL,D,20120411,000000,4931.0000000,207
LNZL,D,20120412,000000,4750.0000000,210
LNZL,D,20120413,000000,4839.6000000,30
LNZL,D,20120416,000000,4751.3000000,68
LNZL,D,20120417,000000,4775.0000000,93
LNZL,D,20120418,000000,4740.0000000,258
LNZL,D,20120419,000000,4735.0000000,93
LNZL,D,20120420,000000,4799.0000000,125
LNZL,D,20120423,000000,4700.3000000,12
LNZL,D,20120424,000000,4700.0000000,59
LNZL,D,20120425,000000,4650.0000000,275
LNZL,D,20120426,000000,4730.0000000,252
LNZL,D,20120427,000000,4697.9000000,247
LNZL,D,20120428,000000,4640.0000000,765
LNZL,D,20120502,000000,4518.0000000,218
LNZL,D,20120503,000000,4430.0000000,269
LNZL,D,20120504,000000,4307.5000000,77
LNZL,D,20120505,000000,4397.0000000,23
LNZL,D,20120507,000000,4396.9000000,17
LNZL,D,20120508,000000,4399.9000000,1
LNZL,D,20120510,000000,4425.0000000,150
LNZL,D,20120511,000000,4444.0000000,1
LNZL,D,20120512,000000,4400.1000000,2
LNZL,D,20120514,000000,4397.9000000,197
LNZL,D,20120515,000000,4385.7000000,63
LNZL,D,20120516,000000,4382.6000000,52
LNZL,D,20120517,000000,4387.9000000,216
LNZL,D,20120518,000000,4476.8000000,454
LNZL,D,20120521,000000,4410.1000000,26
LNZL,D,20120522,000000,4489.3000000,56
LNZL,D,20120523,000000,4395.3000000,146
LNZL,D,20120524,000000,4399.9000000,58
LNZL,D,20120525,000000,4469.8000000,68
LNZL,D,20120528,000000,4541.2000000,59
LNZL,D,20120529,000000,4589.0000000,89
LNZL,D,20120530,000000,4546.5000000,127
LNZL,D,20120531,000000,4495.1000000,28
LNZL,D,20120601,000000,4500.0000000,89
LNZL,D,20120604,000000,4551.0000000,80
LNZL,D,20120605,000000,4499.7000000,13
LNZL,D,20120606,000000,4575.0000000,487
LNZL,D,20120607,000000,4580.0000000,108
LNZL,D,20120608,000000,4500.0000000,10
LNZL,D,20120609,000000,4546.3000000,6
LNZL,D,20120613,000000,4588.0000000,132
LNZL,D,20120614,000000,4620.0000000,17
LNZL,D,20120615,000000,4659.0000000,297
LNZL,D,20120618,000000,4568.9000000,256
LNZL,D,20120619,000000,4550.0000000,43
LNZL,D,20120620,000000,4545.1000000,5
LNZL,D,20120621,000000,4540.0000000,87
LNZL,D,20120622,000000,4530.0000000,8
LNZL,D,20120625,000000,4460.8000000,51
LNZL,D,20120626,000000,4474.9000000,18
LNZL,D,20120627,000000,4465.0000000,73
LNZL,D,20120628,000000,4464.1000000,191
LNZL,D,20120629,000000,4446.0000000,25
LNZL,D,20120702,000000,4500.0000000,37
LNZL,D,20120703,000000,4450.0000000,298
LNZL,D,20120704,000000,4485.0000000,49
LNZL,D,20120705,000000,4449.0000000,84
LNZL,D,20120706,000000,4479.9000000,188
LNZL,D,20120709,000000,4490.0000000,52
LNZL,D,20120710,000000,4536.1000000,154
LNZL,D,20120711,000000,4589.9000000,25
LNZL,D,20120712,000000,4647.9000000,90
LNZL,D,20120713,000000,4720.0000000,288
LNZL,D,20120716,000000,4737.1000000,139
LNZL,D,20120717,000000,4723.0000000,204
LNZL,D,20120718,000000,4705.0000000,50
LNZL,D,20120719,000000,4776.9000000,122
LNZL,D,20120720,000000,4835.0000000,104
LNZL,D,20120723,000000,4730.7000000,640
LNZL,D,20120724,000000,4735.0000000,43
LNZL,D,20120725,000000,4850.0000000,265
LNZL,D,20120726,000000,4972.9000000,284
LNZL,D,20120727,000000,5412.7000000,1238
LNZL,D,20120730,000000,5246.0000000,278
LNZL,D,20120731,000000,5278.9000000,270
LNZL,D,20120801,000000,5298.9000000,94
LNZL,D,20120802,000000,5584.7000000,212
LNZL,D,20120803,000000,5674.1000000,122
LNZL,D,20120806,000000,5549.0000000,251
LNZL,D,20120807,000000,5700.0000000,450
LNZL,D,20120808,000000,5700.0000000,357
LNZL,D,20120809,000000,5699.9000000,1161
LNZL,D,20120810,000000,5700.0000000,95
LNZL,D,20120813,000000,5650.0000000,119
LNZL,D,20120814,000000,5699.9000000,103
LNZL,D,20120815,000000,5750.0000000,547
LNZL,D,20120816,000000,5998.9000000,3245
LNZL,D,20120817,000000,5990.0000000,1888
LNZL,D,20120820,000000,5998.0000000,951
LNZL,D,20120821,000000,6010.0000000,2001
LNZL,D,20120822,000000,6018.5000000,906
LNZL,D,20120823,000000,6000.0000000,2030
LNZL,D,20120824,000000,4951.2000000,1943
LNZL,D,20120827,000000,4941.6000000,429
LNZL,D,20120828,000000,5027.9000000,527
LNZL,D,20120829,000000,5004.0000000,488
LNZL,D,20120830,000000,4980.0000000,165
LNZL,D,20120831,000000,4980.0000000,106
LNZL,D,20120903,000000,4995.0000000,39
LNZL,D,20120904,000000,5046.9000000,192
LNZL,D,20120905,000000,5057.3000000,209
LNZL,D,20120906,000000,5144.0000000,217
LNZL,D,20120907,000000,5246.0000000,574
LNZL,D,20120910,000000,5555.0000000,1097
LNZL,D,20120911,000000,5530.0000000,211
LNZL,D,20120912,000000,5515.0000000,88
LNZL,D,20120913,000000,5413.0000000,138
LNZL,D,20120914,000000,5625.3000000,312
LNZL,D,20120917,000000,5567.6000000,254
LNZL,D,20120918,000000,5560.1000000,152
LNZL,D,20120919,000000,5430.0000000,134
LNZL,D,20120920,000000,5485.2000000,83
LNZL,D,20120921,000000,5480.0000000,116
LNZL,D,20120924,000000,5520.7000000,52
LNZL,D,20120925,000000,5500.5000000,10
LNZL,D,20120926,000000,5510.0000000,84
LNZL,D,20120927,000000,5520.0000000,33
LNZL,D,20120928,000000,5560.0000000,25
LNZL,D,20121001,000000,5580.7000000,17
LNZL,D,20121002,000000,5580.0000000,47
LNZL,D,20121003,000000,5650.1000000,82
LNZL,D,20121004,000000,5695.0000000,82
LNZL,D,20121005,000000,5848.1000000,116
LNZL,D,20121008,000000,5900.0000000,149
LNZL,D,20121009,000000,5945.0000000,101
LNZL,D,20121010,000000,5898.7000000,191
LNZL,D,20121011,000000,5854.6000000,63
LNZL,D,20121012,000000,5877.8000000,44
LNZL,D,20121015,000000,5780.3000000,73
LNZL,D,20121016,000000,5938.6000000,239
LNZL,D,20121017,000000,5990.0000000,179
LNZL,D,20121018,000000,5995.0000000,306
LNZL,D,20121019,000000,6000.0000000,132
LNZL,D,20121022,000000,6025.0000000,90
LNZL,D,20121023,000000,5949.9000000,307
LNZL,D,20121024,000000,5990.0000000,22
LNZL,D,20121025,000000,5962.0000000,62
LNZL,D,20121026,000000,5940.0000000,40
LNZL,D,20121029,000000,5905.7000000,27
LNZL,D,20121030,000000,5906.5000000,4
LNZL,D,20121031,000000,5947.0000000,37
LNZL,D,20121101,000000,5950.0000000,3
LNZL,D,20121102,000000,5900.9000000,39
LNZL,D,20121106,000000,5907.0000000,13
LNZL,D,20121107,000000,5925.7000000,85
LNZL,D,20121108,000000,5925.0000000,176
LNZL,D,20121109,000000,5976.0000000,2
LNZL,D,20121112,000000,5999.8000000,43
LNZL,D,20121113,000000,6050.0000000,91
LNZL,D,20121114,000000,5934.9000000,184
LNZL,D,20121115,000000,5900.0000000,359
LNZL,D,20121116,000000,5910.0000000,61
LNZL,D,20121119,000000,5875.2000000,28
LNZL,D,20121120,000000,5888.9000000,207
LNZL,D,20121121,000000,5910.0000000,39
LNZL,D,20121122,000000,5970.9000000,11
LNZL,D,20121123,000000,5900.0000000,132
LNZL,D,20121126,000000,5900.3000000,11
LNZL,D,20121127,000000,5862.8000000,45
LNZL,D,20121128,000000,5862.6000000,15
LNZL,D,20121129,000000,5924.8000000,297
LNZL,D,20121130,000000,5979.8000000,238
LNZL,D,20121203,000000,5989.0000000,355
LNZL,D,20121204,000000,5911.0000000,140
LNZL,D,20121205,000000,5942.9000000,367
LNZL,D,20121206,000000,5930.2000000,101
LNZL,D,20121207,000000,5990.0000000,42
LNZL,D,20121210,000000,5998.8000000,53
LNZL,D,20121211,000000,5994.4000000,25
LNZL,D,20121212,000000,5953.0000000,5
LNZL,D,20121213,000000,5901.1000000,46
LNZL,D,20121214,000000,5968.3000000,17
LNZL,D,20121217,000000,5910.4000000,1
LNZL,D,20121218,000000,5946.5000000,262
LNZL,D,20121219,000000,5912.0000000,31
LNZL,D,20121220,000000,5925.1000000,73
LNZL,D,20121221,000000,5940.0000000,47
LNZL,D,20121224,000000,5940.0000000,21
LNZL,D,20121225,000000,5949.0000000,11
LNZL,D,20121226,000000,5984.0000000,67
LNZL,D,20121227,000000,5993.6000000,81
LNZL,D,20121228,000000,5990.0000000,45
LNZL,D,20130108,000000,6025.0000000,78
LNZL,D,20130109,000000,6000.0000000,45
LNZL,D,20130110,000000,5940.7000000,40
LNZL,D,20130111,000000,5983.9000000,27
LNZL,D,20130114,000000,6032.7000000,336
LNZL,D,20130115,000000,6000.1000000,126
LNZL,D,20130116,000000,6069.0000000,73
LNZL,D,20130117,000000,6200.2000000,177
LNZL,D,20130118,000000,6270.0000000,127
LNZL,D,20130121,000000,6545.0000000,51
LNZL,D,20130122,000000,6562.6000000,46
LNZL,D,20130123,000000,6520.0000000,39
LNZL,D,20130124,000000,6499.6000000,72
LNZL,D,20130125,000000,6150.0000000,412
LNZL,D,20130128,000000,6204.8000000,252
LNZL,D,20130129,000000,6160.1000000,87
LNZL,D,20130130,000000,6146.5000000,46
LNZL,D,20130131,000000,6198.7000000,31
LNZL,D,20130201,000000,6228.3000000,311
LNZL,D,20130204,000000,6061.5000000,55
LNZL,D,20130205,000000,6199.7000000,104
LNZL,D,20130206,000000,6159.8000000,24
LNZL,D,20130207,000000,6109.9000000,41
LNZL,D,20130208,000000,6173.1000000,21
LNZL,D,20130211,000000,6132.1000000,55
LNZL,D,20130212,000000,6015.1000000,151
LNZL,D,20130213,000000,6033.0000000,45
LNZL,D,20130214,000000,6049.9000000,160
LNZL,D,20130215,000000,5905.1000000,113
LNZL,D,20130218,000000,6000.0000000,69
LNZL,D,20130219,000000,5981.0000000,34
LNZL,D,20130220,000000,5976.8000000,15
LNZL,D,20130221,000000,5999.8000000,58
LNZL,D,20130222,000000,5984.4000000,48
LNZL,D,20130225,000000,6002.9000000,39
LNZL,D,20130226,000000,5927.0000000,156
LNZL,D,20130227,000000,6079.9000000,203
LNZL,D,20130228,000000,6040.1000000,138
LNZL,D,20130301,000000,5950.0000000,69
LNZL,D,20130304,000000,5900.0000000,30
